Subject Name,Course Link,Discipline,SME Name,Institute
NOC:IC Engines and Gas Turbines,https://nptel.ac.in/courses/112/103/112103262/,Mechanical Engineering,Dr. Vinayak KulkarniProf.  Pranab K. Mondal,IIT Guwahati
NOC:Inspection and Quality Control in Manufacturing,https://nptel.ac.in/courses/112/107/112107259/,Mechanical Engineering,Prof. Kaushik Pal,IIT Roorkee
NOC:Introduction To Composites,https://nptel.ac.in/courses/112/104/112104229/,Mechanical Engineering,Prof. Nachiketa Tiwari,IIT Kanpur
NOC:Introduction to Abrasive Machining and Finishing Processes,https://nptel.ac.in/courses/112/103/112103250/,Mechanical Engineering,Prof. Mamilla Ravi Sankar,IIT Guwahati
NOC:Introduction to Boundary Layers,https://nptel.ac.in/courses/112/106/112106190/,Mechanical Engineering,Dr. Rinku Mukherjee ,IIT Madras
NOC:Introduction to Fluid Mechanics,https://nptel.ac.in/courses/112/105/112105269/,Mechanical Engineering,Prof. Suman Chakraborty,IIT Kharagpur
NOC:Introduction to Machining and Machining Fluids ,https://nptel.ac.in/courses/112/103/112103245/,Mechanical Engineering,Prof. Mamilla Ravi Sankar,IIT Guwahati
NOC:Introduction to Mechanical Micro Machining,https://nptel.ac.in/courses/112/105/112105231/,Mechanical Engineering,Prof. Ajay M Sidpara,IIT Kharagpur
NOC:Introduction to Mechanical Vibration,https://nptel.ac.in/courses/112/107/112107212/,Mechanical Engineering,Prof. Anil Kumar,IIT Roorkee
NOC:Introduction to Soft Matter,https://nptel.ac.in/courses/112/108/112108289/,Mechanical Engineering,Prof. Aloke Kumar,IISc Bangalore
NOC:Joining Technologies for metals,https://nptel.ac.in/courses/112/107/112107213/,Mechanical Engineering,Prof. Dheerendra Kumar Dwivedi,IIT Roorkee
NOC:Kinematics of Mechanisms and Machines,https://nptel.ac.in/courses/112/105/112105268/,Mechanical Engineering,Prof. A. Dasgupta,IIT Kharagpur
NOC:Laws of thermodynamics,https://nptel.ac.in/courses/112/105/112105220/,Mechanical Engineering,Prof. Suman ChakrabortyProf. S.K. Som,IIT Kharagpur
NOC:Machinery Fault Diagnosis and Signal Processing,https://nptel.ac.in/courses/112/105/112105232/,Mechanical Engineering,Prof. Amiya Ranjan Mohanty,IIT Kharagpur
NOC:Machining Science,https://nptel.ac.in/courses/112/104/112104290/,Mechanical Engineering,Prof. Sounak Kumar Choudhury,IIT Kanpur
NOC:Manufacturing Automation,https://nptel.ac.in/courses/112/104/112104288/,Mechanical Engineering,Prof. Sounak Kumar Choudhury,IIT Kanpur
NOC:Manufacturing Guidelines for Product Design,https://nptel.ac.in/courses/112/107/112107258/,Mechanical Engineering,Dr. Inderdeep Singh ,IIT Roorkee
NOC:Manufacturing Process Technology - II,https://nptel.ac.in/courses/112/104/112104204/,Mechanical Engineering,Dr. Shantanu Bhattacharya,IIT Kanpur
NOC:Manufacturing Process Technology -Part I,https://nptel.ac.in/courses/112/104/112104195/,Mechanical Engineering,Dr. Shantanu Bhattacharya,IIT Kanpur
NOC:Manufacturing Systems Technology Part I,https://nptel.ac.in/courses/112/104/112104188/,Mechanical Engineering,Dr. Shantanu Bhattacharya,IIT Kanpur
NOC:Manufacturing of Composites,https://nptel.ac.in/courses/112/104/112104221/,Mechanical Engineering,Prof. J. Ramkumar,IIT Kanpur
NOC:Manufacturing systems technology part II,https://nptel.ac.in/courses/112/104/112104189/,Mechanical Engineering,Dr. Shantanu Bhattacharya,IIT Kanpur
NOC:Mathematical Modeling Of Manufacturing Processes,https://nptel.ac.in/courses/112/103/112103273/,Mechanical Engineering,Prof. Swarup bag,IIT Guwahati
NOC:Mechanical Measurement System,https://nptel.ac.in/courses/112/107/112107242/,Mechanical Engineering,Prof. Ravi Kumar,IIT Roorkee
NOC:Mechanics of Human Movement,https://nptel.ac.in/courses/112/106/112106248/,Mechanical Engineering,Prof. Sujatha Srinivasan,IIT Madras
NOC:Mechanics of Machining,https://nptel.ac.in/courses/112/103/112103248/,Mechanical Engineering,Dr. Uday S. Dixit,IIT Guwahati
NOC:Mechanism and Robot Kinematics,https://nptel.ac.in/courses/112/105/112105236/,Mechanical Engineering,AnirvanDasGupta,IIT Kharagpur
NOC:Metal Cutting and Machine tools,https://nptel.ac.in/courses/112/105/112105233/,Mechanical Engineering,Prof. Asimava Roy Choudhury,IIT Kharagpur
NOC:Micro and nano scale energy transport,https://nptel.ac.in/courses/112/106/112106222/,Mechanical Engineering,Dr. Arvind Pattamatta,IIT Madras
NOC:Modelling and Simulation of Dynamic Systems,https://nptel.ac.in/courses/112/107/112107214/,Mechanical Engineering,Prof. Pushparaj Mani Pathak,IIT Roorkee
NOC:Modelling and simulation of discrete event system,https://nptel.ac.in/courses/112/107/112107220/,Mechanical Engineering,Dr. Pradeep K. Jha,IIT Roorkee
NOC:Nature and Properties of Materials,https://nptel.ac.in/courses/112/104/112104203/,Mechanical Engineering,Prof. Bishakh Bhattacharya,IIT Kanpur
NOC:Noise Management & Control,https://nptel.ac.in/courses/112/104/112104227/,Mechanical Engineering,Prof. Nachiketa Tiwari,IIT Kanpur
"NOC:Non Traditional Abrasive Machining Processes- Ultrasonic, Abrasive Jet and Abrasive Water Jet Machining",https://nptel.ac.in/courses/112/105/112105212/,Mechanical Engineering,Prof. Asimava Roy Choudhury,IIT Kharagpur
NOC:Operations Management,https://nptel.ac.in/courses/112/107/112107238/,Mechanical Engineering,Dr. Inderdeep Singh ,IIT Roorkee
NOC:Phase Equilibria in Materials (Nature & Properties of Materials-II),https://nptel.ac.in/courses/112/104/112104248/,Mechanical Engineering,Dr. Ashish Garg,IIT Kanpur
NOC:Phase Transformation in Materials,https://nptel.ac.in/courses/112/104/112104220/,Mechanical Engineering,Dr. Krishanu Biswas,IIT Kanpur
NOC:Plastic Working Of Metallic Materials,https://nptel.ac.in/courses/112/103/112103279/,Mechanical Engineering,Prof. P.S. Robi,IIT Guwahati
NOC:Polymer Assisted Abrasive Finishing Processes,https://nptel.ac.in/courses/112/103/112103264/,Mechanical Engineering,Prof. Mamilla Ravi Sankar,IIT Guwahati
NOC:Power Plant Engineering,https://nptel.ac.in/courses/112/107/112107291/,Mechanical Engineering,Prof. Ravi Kumar,IIT Roorkee
NOC:Principle of Hydraulic Machines and System Design,https://nptel.ac.in/courses/112/103/112103249/,Mechanical Engineering,Prof.  Pranab K. Mondal,IIT Guwahati
NOC:Principles of Casting Technology,https://nptel.ac.in/courses/112/107/112107215/,Mechanical Engineering,Dr. Pradeep K. Jha,IIT Roorkee
NOC:Principles of Industrial Engineering,https://nptel.ac.in/courses/112/107/112107292/,Mechanical Engineering,Prof. D K Dwivedi,IIT Roorkee
NOC:Principles of Mechanical Measurement,https://nptel.ac.in/courses/112/103/112103261/,Mechanical Engineering,Prof. Dipankar N. Basu,IIT Guwahati
NOC:Principles of Metal Forming Technology,https://nptel.ac.in/courses/112/107/112107250/,Mechanical Engineering,Dr. Pradeep K. Jha,IIT Roorkee
NOC:Principles of Vibration Control,https://nptel.ac.in/courses/112/104/112104211/,Mechanical Engineering,Prof. Bishakh Bhattacharya,IIT Kanpur
NOC:Processing of Polymers and Polymer Composites,https://nptel.ac.in/courses/112/107/112107221/,Mechanical Engineering,Dr. Inderdeep Singh ,IIT Roorkee
NOC:Product Design Using Value Engineering,https://nptel.ac.in/courses/112/107/112107282/,Mechanical Engineering,Dr. Inderdeep Singh ,IIT Roorkee
NOC:Product Design and Development,https://nptel.ac.in/courses/112/107/112107217/,Mechanical Engineering,Prof. Indradeep Singh,IIT Roorkee
NOC:Product Design and Manufacturing,https://nptel.ac.in/courses/112/104/112104230/,Mechanical Engineering,Dr. Amandeep SinghProf. J. Ramkumar,IIT Kanpur
NOC:RAC Product Design,https://nptel.ac.in/courses/112/102/112102248/,Mechanical Engineering,Prof. Sanjeev Jain,IIT Delhi
NOC:Radiative Heat Transfer,https://nptel.ac.in/courses/112/107/112107256/,Mechanical Engineering,Prof. Ankit Bansal,IIT Roorkee
NOC:Rapid Manufacturing,https://nptel.ac.in/courses/112/104/112104265/,Mechanical Engineering,Dr. Amandeep SinghProf. J. Ramkumar,IIT Kanpur
NOC:Refrigeration and air-conditioning,https://nptel.ac.in/courses/112/107/112107208/,Mechanical Engineering,Prof. Ravi Kumar,IIT Roorkee
NOC:Robotics,https://nptel.ac.in/courses/112/105/112105249/,Mechanical Engineering,Prof. Dilip Kumar Pratihar ,IIT Kharagpur
NOC:Robotics and Control : Theory and Practice,https://nptel.ac.in/courses/112/107/112107289/,Mechanical Engineering,Prof. N. SukavanamProf. M. Felix Orlando,IIT Roorkee
NOC:Selection Of Nanomaterials For Energy Harvesting And Storage Application,https://nptel.ac.in/courses/112/107/112107283/,Mechanical Engineering,Prof. Kaushik Pal,IIT Roorkee
NOC:Smart Materials and Intelligent System Design,https://nptel.ac.in/courses/112/104/112104251/,Mechanical Engineering,Prof.  Bisakh Bhattacharya,IIT Kanpur
NOC:Solid Mechanics,https://nptel.ac.in/courses/112/102/112102284/,Mechanical Engineering,Prof. Ajeet Kumar,IIT Delhi
NOC:Spur and helical gear cutting,https://nptel.ac.in/courses/112/105/112105219/,Mechanical Engineering,Prof. Asimava Roy Choudhury,IIT Kharagpur
NOC:Steam Power Engineering,https://nptel.ac.in/courses/112/103/112103277/,Mechanical Engineering,Dr. Vinayak Kulkarni,IIT Guwahati
NOC:Steam and Gas Power Systems,https://nptel.ac.in/courses/112/107/112107216/,Mechanical Engineering,Prof. Ravi Kumar,IIT Roorkee
NOC:Steel Quality : Role of Secondary Refining & Continuous Casting,https://nptel.ac.in/courses/112/106/112106226/,Mechanical Engineering,Prof. Santanu Kr. Ray,IIT Madras
NOC:Surrogates and Approximations in Engineering Design,https://nptel.ac.in/courses/112/106/112106250/,Mechanical Engineering,Prof. Palaniappaan Ramu,IIT Madras
NOC:Sustainability through Green Manufacturing Systems: An Applied Approach,https://nptel.ac.in/courses/112/104/112104225/,Mechanical Engineering,Dr. Amandeep SinghDr. Deepu Philip,IIT Kanpur
NOC:Theory of Production Processes,https://nptel.ac.in/courses/112/107/112107239/,Mechanical Engineering,Dr. Pradeep K. Jha,IIT Roorkee
NOC:Theory of Rectangular Plates-Part1,https://nptel.ac.in/courses/112/103/112103251/,Mechanical Engineering,Prof.  Poonam Kumari,IIT Guwahati
NOC:Thermodynamics,https://nptel.ac.in/courses/112/102/112102255/,Mechanical Engineering,Prof. S.R kale,IIT Delhi
NOC:Traditional and Non-Traditional Optimization Tools,https://nptel.ac.in/courses/112/105/112105235/,Mechanical Engineering,Prof. Dilip Kumar Pratihar ,IIT Kharagpur
NOC:Transport Phenomena in Materials,https://nptel.ac.in/courses/112/106/112106237/,Mechanical Engineering,Dr. G. Phanikumar,IIT Madras
NOC:Turbulent Combustion: Theory and Modelling,https://nptel.ac.in/courses/112/104/112104272/,Mechanical Engineering,Prof. Ashoke De,IIT Kanpur
NOC:Two phase flow and heat transfer,https://nptel.ac.in/courses/112/107/112107207/,Mechanical Engineering,Dr. Arup Kumar Das,IIT Roorkee
NOC:Two-Phase flow with phase change in conventional and miniature channels,https://nptel.ac.in/courses/112/103/112103274/,Mechanical Engineering,Prof. Manmohan Pandey,IIT Guwahati
NOC:Variational Methods in Mechanics,https://nptel.ac.in/courses/112/108/112108201/,Mechanical Engineering,Prof. G.K. Anathasuresh,IISc Bangalore
NOC:Vibrations of Structures,https://nptel.ac.in/courses/112/105/112105197/,Mechanical Engineering,Prof. A. Dasgupta,IIT Kharagpur
NOC:Weldability of Metals,https://nptel.ac.in/courses/112/107/112107257/,Mechanical Engineering,Dr. D. K. Dwivedi,IIT Roorkee
NOC:Work System Design,https://nptel.ac.in/courses/112/107/112107249/,Mechanical Engineering,Dr. Inderdeep Singh ,IIT Roorkee
NOC:X-ray Crystallography & Diffraction,https://nptel.ac.in/courses/112/106/112106227/,Mechanical Engineering,Prof. Ranjit Kumar Ray,IIEST Shibpur
Nonlinear Vibration,https://nptel.ac.in/courses/112/103/112103023/,Mechanical Engineering,Prof. S.K. Dwivedy,IIT Guwahati
Nonlinear Vibration,https://nptel.ac.in/courses/112/103/112103022/,Mechanical Engineering,Prof. S.K. Dwivedy,IIT Guwahati
Optical Measurement Techniques in Thermal Sciences,https://nptel.ac.in/courses/112/104/112104039/,Mechanical Engineering,Prof. P.K. PanigrahiProf. K. Muralidhar,IIT Kanpur
Principles of Mechanical Measurements,https://nptel.ac.in/courses/112/106/112106140/,Mechanical Engineering,Prof. R. Raman,IIT Madras
Principles of Vibration Control,https://nptel.ac.in/courses/112/104/112104040/,Mechanical Engineering,Prof. Bishakh Bhattacharya,IIT Kanpur
Processing of non metals,https://nptel.ac.in/courses/112/107/112107085/,Mechanical Engineering,Dr. Inderdeep Singh ,IIT Roorkee
Processing of non metals,https://nptel.ac.in/courses/112/107/112107086/,Mechanical Engineering,Dr. Inderdeep Singh ,IIT Roorkee
Project and Production Management,https://nptel.ac.in/courses/112/102/112102106/,Mechanical Engineering,Prof. Arun Kanda,IIT Delhi
Project and Production Management,https://nptel.ac.in/courses/112/102/112102107/,Mechanical Engineering,Prof. S.G. DeshmukhProf. Arun Kanda,IIT Delhi
Random vibrations & Failure Analysis,https://nptel.ac.in/courses/112/106/112106072/,Mechanical Engineering,Dr. Sayan Gupta,IIT Madras
Refrigeration and Air Conditioning,https://nptel.ac.in/courses/112/105/112105128/,Mechanical Engineering,Prof. M. RamgopalProf. R.C. Arora,IIT Kharagpur
Refrigeration and Air Conditioning,https://nptel.ac.in/courses/112/105/112105129/,Mechanical Engineering,Prof. M. Ramgopal,IIT Kharagpur
Robotics,https://nptel.ac.in/courses/112/101/112101098/,Mechanical Engineering,Prof. P. SeshuProf. P.S. GandhiProf. K. Kurien IssacProf. B. SethProf. C. Amarnath,IIT Bombay
Robotics,https://nptel.ac.in/courses/112/101/112101099/,Mechanical Engineering,Prof. P. SeshuProf. P.S. GandhiProf. K. Kurien IssacProf. B. SethProf. C. Amarnath,IIT Bombay
Robotics: Advanced Concepts and Analysis,https://nptel.ac.in/courses/112/108/112108093/,Mechanical Engineering,Prof. Ashitava Ghosal,IISc Bangalore
Rocket Propulsion,https://nptel.ac.in/courses/112/106/112106073/,Mechanical Engineering,Prof. K. Ramamurthi,IIT madras
Second Level Course in Heat Transfer,https://nptel.ac.in/courses/112/101/112101001/,Mechanical Engineering,Prof. R.P. Vedula,IIT Bombay
"Smart Material, Adaptive Structures and Intelligent Mechanical Systems - IITK",https://nptel.ac.in/courses/112/104/112104173/,Mechanical Engineering,Prof. Nachiketa TiwariProf. Bishakh Bhattacharya,IIT Kanpur
Solar Energy Technology,https://nptel.ac.in/courses/112/105/112105050/,Mechanical Engineering,Prof. V.V. Satyamurty,IIT Kharagpur
Solar Energy Technology,https://nptel.ac.in/courses/112/105/112105051/,Mechanical Engineering,Prof. V.V. Satyamurty,IIT Kharagpur
Sound Propagation Through Media,https://nptel.ac.in/courses/112/104/112104176/,Mechanical Engineering,Prof. Nachiketa Tiwari,IIT Kanpur
Spray Theory and Applications,https://nptel.ac.in/courses/112/106/112106154/,Mechanical Engineering,Prof. Mahesh PanchagnulaDr. Paul E. Sojka ,IIT Madras
Strength of Materials,https://nptel.ac.in/courses/112/106/112106141/,Mechanical Engineering,Prof. M.S. Sivakumar,IIT Madras
Strength of Materials,https://nptel.ac.in/courses/112/107/112107146/,Mechanical Engineering,Dr. Satish C Sharma,IIT Roorkee
Strength of Materials,https://nptel.ac.in/courses/112/107/112107147/,Mechanical Engineering,Dr. S. P. Harsha,IIT Roorkee
Structural Health Monitoring of Composites,https://nptel.ac.in/courses/112/104/112104160/,Mechanical Engineering,Prof. Anand Kumar Prof. Bishakh Bhattacharya,IIT Kanpur
Technology of Surface Coating,https://nptel.ac.in/courses/112/105/112105053/,Mechanical Engineering,Prof. A.K. Chattopadhyay,IIT Kharagpur
Theory & Practice of Rotor Dynamics,https://nptel.ac.in/courses/112/103/112103024/,Mechanical Engineering,Prof. Rajiv Tiwari,IIT Guwahati
Theory & Practice of Rotor Dynamics,https://nptel.ac.in/courses/112/103/112103025/,Mechanical Engineering,Prof. Rajiv Tiwari,IIT Guwahati
Theory Of Mechanism,https://nptel.ac.in/courses/112/106/112106270/,Mechanical Engineering,Prof. Sujatha Srinivasan,IIT Madras
Tribology,https://nptel.ac.in/courses/112/102/112102015/,Mechanical Engineering,Dr. Harish Hirani ,IIT Delhi
Tribology,https://nptel.ac.in/courses/112/102/112102014/,Mechanical Engineering,Dr. Harish Hirani ,IIT Delhi
Vibration control,https://nptel.ac.in/courses/112/107/112107087/,Mechanical Engineering,Dr. S. P. Harsha,IIT Roorkee
Vibration control,https://nptel.ac.in/courses/112/107/112107088/,Mechanical Engineering,Dr. S. P. Harsha,IIT Roorkee
Vibration of Structures,https://nptel.ac.in/courses/112/105/112105055/,Mechanical Engineering,Prof. A. Dasgupta,IIT Kharagpur
Vibration of Structures,https://nptel.ac.in/courses/112/105/112105054/,Mechanical Engineering,Prof. A. Dasgupta,IIT Kharagpur
Wave Propagation in Continuous Media,https://nptel.ac.in/courses/112/105/112105165/,Mechanical Engineering,Prof. S.P. KastagirProf. A. Dasgupta,IIT Kharagpur
Welding Engineering,https://nptel.ac.in/courses/112/107/112107089/,Mechanical Engineering,Dr. D. K. Dwivedi,IIT Roorkee
Welding Engineering,https://nptel.ac.in/courses/112/107/112107090/,Mechanical Engineering,Dr. D. K. Dwivedi,IIT Roorkee
Advanced Characterization Techniques,https://nptel.ac.in/courses/113/104/113104004/,Metallurgy and Material Science,Dr. Krishanu BiswasProf.N.P.Gurao,IIT Kanpur
Advanced Materials and Processes,https://nptel.ac.in/courses/113/105/113105057/,Metallurgy and Material Science,Prof. B.S. Murty,IIT Kharagpur
Advanced Metallurgical Thermodynamics,https://nptel.ac.in/courses/113/106/113106031/,Metallurgy and Material Science,Prof. B.S. Murty,IIT Madras
Advanced ceramics for strategic applications,https://nptel.ac.in/courses/113/105/113105015/,Metallurgy and Material Science,Prof. H.S. Maiti,IIT Kharagpur
Advances in Corrosion Engineering,https://nptel.ac.in/courses/113/108/113108051/,Metallurgy and Material Science,Prof. K.A. Natarajan,IISc Bangalore
Computational Approach to Materials Science and Engineering,https://nptel.ac.in/courses/113/101/113101002/,Metallurgy and Material Science,Dr. Prita PantDr. M.P. Gururajan,IIT Bombay
Diffusion in solids,https://nptel.ac.in/courses/113/108/113108052/,Metallurgy and Material Science,Dr. Aloke Paul,IISc Bangalore
Electroceramics,https://nptel.ac.in/courses/113/104/113104006/,Metallurgy and Material Science,Dr. Ashish Garg,IIT Kanpur
Electroceramics,https://nptel.ac.in/courses/113/104/113104005/,Metallurgy and Material Science,Dr. Ashish Garg,IIT Kanpur
"Electronic materials, devices, and fabrication",https://nptel.ac.in/courses/113/106/113106062/,Metallurgy and Material Science,Prof. Parasuraman S,IIT Madras
Environmental Degradation of Materials,https://nptel.ac.in/courses/113/104/113104061/,Metallurgy and Material Science,Dr. Kallol Mondal,IIT Kanpur
"Fuel,furnace and Refractory",https://nptel.ac.in/courses/113/104/113104058/,Metallurgy and Material Science,Prof. Satish Ch. Koria ,IIT Kanpur
Fuels Refractory and Furnaces,https://nptel.ac.in/courses/113/104/113104008/,Metallurgy and Material Science,Prof. Satish Ch. Koria ,IIT Kanpur
Introduction to Biomaterials,https://nptel.ac.in/courses/113/104/113104009/,Metallurgy and Material Science,Dr. Kantesh BalaniDr. Birkamjit Basu,IIT Kanpur
Introduction to Crystallographic texture and related phenomenon,https://nptel.ac.in/courses/113/108/113108054/,Metallurgy and Material Science,Dr. Satyam Suwas,IISc Bangalore
Introduction to Materials Science and Engineering,https://nptel.ac.in/courses/113/106/113106032/,Metallurgy and Material Science,Dr. Ranjit Bauri,IIT Madras
Materials and Energy balance in Metallurgical Processes,https://nptel.ac.in/courses/113/104/113104010/,Metallurgy and Material Science,Prof. Satish Ch. Koria ,IIT Kanpur
Materials and Heat Balance in Metallurgical Processes,https://nptel.ac.in/courses/113/104/113104060/,Metallurgy and Material Science,Prof. Satish Ch. Koria ,IIT Kanpur
Metals Biotechnology,https://nptel.ac.in/courses/113/108/113108055/,Metallurgy and Material Science,Prof. K.A. Natarajan,IISc Bangalore
NOC:Advanced Materials and Processes,https://nptel.ac.in/courses/113/105/113105081/,Metallurgy and Material Science,Prof. Jayanta Das,IIT Kharagpur
NOC:Analysis and Modeling of Welding,https://nptel.ac.in/courses/113/106/113106067/,Metallurgy and Material Science,Dr. G. Phanikumar,IIT Madras
NOC:Biomaterials for bone tissue engineering applications,https://nptel.ac.in/courses/113/108/113108071/,Metallurgy and Material Science,Prof. Bikramjit Basu,IISc Bangalore
NOC:Corrosion - Part I,https://nptel.ac.in/courses/113/104/113104082/,Metallurgy and Material Science,Dr. Kallol Mondal,IIT Kanpur
NOC:Corrosion - Part II,https://nptel.ac.in/courses/113/104/113104089/,Metallurgy and Material Science,Dr. Kallol Mondal,IIT Kanpur
NOC:Creep deformation of materials,https://nptel.ac.in/courses/113/106/113106088/,Metallurgy and Material Science,Prof. Srikant Gollapudi,IIT Madras
"NOC:Dealing with materials data : collection, analysis and interpretation",https://nptel.ac.in/courses/113/101/113101096/,Metallurgy and Material Science,Dr. M.P. Gururajan,IIT Bombay
NOC:Defects in Crystalline Solids (Part-I),https://nptel.ac.in/courses/113/104/113104081/,Metallurgy and Material Science,Prof. Shashank Shekhar,IIT Kanpur
NOC:Defects in Crystalline Solids (Part-II),https://nptel.ac.in/courses/113/104/113104085/,Metallurgy and Material Science,Prof. Shashank Shekhar,IIT Kanpur
NOC:Defects in Materials,https://nptel.ac.in/courses/113/106/113106075/,Metallurgy and Material Science,Prof. Sundararaman M,IIT Madras
NOC:Diffusion in Multicomponent Solids,https://nptel.ac.in/courses/113/104/113104097/,Metallurgy and Material Science,Prof. Kaustubh Kulkarni,IIT Kanpur
NOC:Elementary Stereology for Quantitative Metallography,https://nptel.ac.in/courses/113/106/113106081/,Metallurgy and Material Science,Dr. S. Sankaran,IIT Madras
NOC:Friction and wear of materials: principles and case studies,https://nptel.ac.in/courses/113/108/113108083/,Metallurgy and Material Science,Prof. Dr. B. V. Manoj KumarProf. Bikramjit Basu,IIT Roorkee
NOC:Fundamentals and Applications of Dielectric Ceramics,https://nptel.ac.in/courses/113/104/113104090/,Metallurgy and Material Science,Dr. Ashish Garg,IIT Kanpur
NOC:Fundamentals of Material Processing - I,https://nptel.ac.in/courses/113/104/113104073/,Metallurgy and Material Science,Prof. Shashank Shekhar,IIT Kanpur
NOC:Fundamentals of Material Processing - Part 2,https://nptel.ac.in/courses/113/104/113104075/,Metallurgy and Material Science,Prof. Shashank ShekharProf. Jitesh J Thakkar ,IIT Kanpur
NOC:Fundamentals of X-ray diffraction and Transmission electron microscopy,https://nptel.ac.in/courses/113/106/113106069/,Metallurgy and Material Science,Dr. S. Sankaran,IIT Madras
NOC:Fundamentals of electronic materials and devices,https://nptel.ac.in/courses/113/106/113106065/,Metallurgy and Material Science,Prof. Parasuraman S,IIT Madras
NOC:Fundamentals of optical and scanning electron microscopy,https://nptel.ac.in/courses/113/106/113106064/,Metallurgy and Material Science,Dr. S. Sankaran,IIT Madras
NOC:Heat Treatment and Surface Hardening - I,https://nptel.ac.in/courses/113/104/113104074/,Metallurgy and Material Science,Prof. Sandeep SangalDr. Kallol Mondal,IIT Kanpur
NOC:Introduction to Materials Science and Engineering,https://nptel.ac.in/courses/113/102/113102080/,Metallurgy and Material Science,"Prof. Rajesh Prasad
",IIT DELHI
NOC:Introduction to Reciprocal Space,https://nptel.ac.in/courses/113/106/113106066/,Metallurgy and Material Science,Dr. Prathap Haridoss,IIT Madras
NOC:Introduction to crystal elasticity and crystal plasticity,https://nptel.ac.in/courses/113/103/113103072/,Metallurgy and Material Science,Prof. Swarup bag,IIT Guwahati
NOC:Iron Making,https://nptel.ac.in/courses/113/108/113108079/,Metallurgy and Material Science,Prof Govind S Gupta,IISc Bangalore
NOC:Material Characterization,https://nptel.ac.in/courses/113/106/113106034/,Metallurgy and Material Science,Dr. S. Sankaran,IIT Madras
NOC:Material Science and Engineering,https://nptel.ac.in/courses/113/107/113107078/,Metallurgy and Material Science,Dr. Vivek Pancholi,IIT Roorkee
NOC:Modeling of tundish steelmaking process in continuous casting,https://nptel.ac.in/courses/113/107/113107096/,Metallurgy and Material Science,Dr. Pradeep K. Jha,IIT Roorkee
"NOC:Nanotechnology, Science and Applications",https://nptel.ac.in/courses/113/106/113106093/,Metallurgy and Material Science,Dr. Prathap Haridoss,IIT Madras
NOC:Nature And Properties Of Materials-An Introductory Course,https://nptel.ac.in/courses/113/104/113104076/,Metallurgy and Material Science,Dr. Ashish Garg,IIT Kanpur
NOC:Phase Diagrams in Materials Science and Engineering,https://nptel.ac.in/courses/113/104/113104068/,Metallurgy and Material Science,Dr. Krishanu Biswas,IIT Kanpur
"NOC:Phase field modelling: the materials science, mathematics and computational aspects",https://nptel.ac.in/courses/113/101/113101072/,Metallurgy and Material Science,Dr. M.P. Gururajan,IIT Bombay
NOC:Principles of polymer synthesis,https://nptel.ac.in/courses/113/105/113105077/,Metallurgy and Material Science,Prof. Rajat K Das,IIT Kharagpur
NOC:Properties of Materials (Nature and Properties of Materials : III),https://nptel.ac.in/courses/113/104/113104096/,Metallurgy and Material Science,Dr. Ashish Garg,IIT Kanpur
"NOC:Solar Photovoltaics: Principles, Technologies & Materials",https://nptel.ac.in/courses/113/104/113104084/,Metallurgy and Material Science,Dr. Ashish Garg,IIT Kanpur
NOC:Structural Analysis of Nanomaterials,https://nptel.ac.in/courses/113/107/113107081/,Metallurgy and Material Science,Prof. Kaushik Pal,IIT Roorkee
NOC:Surface Engineering for Corrosion and Wear Resistance Application,https://nptel.ac.in/courses/113/105/113105086/,Metallurgy and Material Science,Prof. Jyotsna Dutta MajumderProf. I. Manna,IIT Kharagpur
NOC:Surface Engineering of Nanomaterials,https://nptel.ac.in/courses/113/107/113107075/,Metallurgy and Material Science,Prof. Kaushik Pal,IIT Roorkee
NOC:Theory and Practice of Non Destructive Testing,https://nptel.ac.in/courses/113/106/113106070/,Metallurgy and Material Science,Dr. Ranjit Bauri,IIT Madras
NOC:Thermo-Mechanical And Thermo-Chemical Processes,https://nptel.ac.in/courses/113/107/113107091/,Metallurgy and Material Science,Prof. S. R. MekaDr. Vivek Pancholi,IIT Roorkee
NOC:Welding Metallurgy,https://nptel.ac.in/courses/113/107/113107092/,Metallurgy and Material Science,Dr. Pradeep K. Jha,IIT Roorkee
NOC:Welding Processes,https://nptel.ac.in/courses/113/106/113106087/,Metallurgy and Material Science,Prof. Murugaiyan Amirthalingam ,IIT Madras
NOC:Welding of Advanced High Strength Steels for Automotive Applications,https://nptel.ac.in/courses/113/106/113106082/,Metallurgy and Material Science,Prof. Murugaiyan Amirthalingam ,IIT Madras
Non-ferrous Extractive Metallurgy,https://nptel.ac.in/courses/113/105/113105021/,Metallurgy and Material Science,Prof. H.S. RayMr. L Pugazhenthy,IIT Kharagpur
Optoelectronic Materials and Devices,https://nptel.ac.in/courses/113/104/113104012/,Metallurgy and Material Science,Prof. Deepak GuptaProf. Monica Katiyar,IIT Kanpur
Phase Transformations and Heat Treatment,https://nptel.ac.in/courses/113/101/113101003/,Metallurgy and Material Science,Dr. M.P. Gururajan,IIT Bombay
Physics of Materials,https://nptel.ac.in/courses/113/106/113106040/,Metallurgy and Material Science,Dr. Prathap Haridoss,IIT Madras
Physics of Materials,https://nptel.ac.in/courses/113/106/113106039/,Metallurgy and Material Science,Dr. Prathap Haridoss,IIT Madras
Principles of Physical Metallurgy,https://nptel.ac.in/courses/113/105/113105023/,Metallurgy and Material Science,Prof. R.N. Ghosh,IIT Kharagpur
